ABL_NPS_LAB_RECORD_NO,YEAR,WATERBODY,STATION_NAME,STATION_ID,RETRIEVAL_DATE,SAMPLE_TYPE,LAB,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SUBGENUS,SPECIES,TAXON_ID_EXPERT,TAXON_ID_NOTES,TSN_LOOKUP,TSN_SOURCE,TSN,LARVA,PUPA,ADULT,TOTAL,TVAL,TFUNCT,EcoFTN,EcoFTN_RHEOPHILLY,EcoFTN_THERMAL,EcoFTN_HABIT,EcoFTN_TROPHIC,TAXONOMIC_REFERENCE,CONDITION,NOTES
2676,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Pristininae,Pristina,NA,osborni,Pristina osborni,NA,Pristina osborni,ITIS,68887,0,0,6,6,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),NA,NA
2672,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,NA,NA,NA,Naidinae,NA,Naidinae,ITIS,974284,0,0,5,5,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),dam.,NA
2677,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Gastropoda,Basommatophora,Ancylidae,NA,NA,NA,NA,Ancylidae,NA,Ancylidae,ITIS,76568,0,0,2,2,NA,scraper,NA,NA,NA,NA,NA,Burch 1989,imm.,NA
2679,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Ceratopogonidae,Dasyheleinae,Dasyhelea,NA,NA,Dasyhelea,NA,Dasyhelea,ITIS,127278,1,0,0,1,NA,collector-gatherer,2234,2,2,3,4,Hilsenhoff 1995,NA,NA
2702,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,A. (Ablabesmyia),mallochi,Ablabesmyia (Ablabesmyia) mallochi,NA,Ablabesmyia mallochi,ITIS,128097,4,0,0,4,8,predator,2234,2,2,3,4,Bolton 2012,NA,NA
2703,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,A. (Ablabesmyia),NA,Ablabesmyia (Ablabesmyia),NA,Ablabesmyia,ITIS,128079,15,0,0,15,8,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",imm.,NA
2682,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Cladotanytarsus,NA,NA,Cladotanytarsus,NA,Cladotanytarsus,ITIS,129873,5,0,0,5,7,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2695,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,C. (Cricotopus),NA,Cricotopus (Cricotopus),NA,Cricotopus,ITIS,128575,0,1,0,1,7,shredder,2111,2,1,1,1,Wiederholm 1986,NA,NA
2683,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Cryptochironomus,NA,NA,Cryptochironomus,NA,Cryptochironomus,ITIS,129368,1,0,0,1,8,predator,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2684,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Dicrotendipes,NA,NA,Dicrotendipes,NA,Dicrotendipes,ITIS,129428,17,0,0,17,8,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2685,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Glyptotendipes,NA,NA,Glyptotendipes,NA,Glyptotendipes,ITIS,129483,165,1,0,166,10,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",NA,NA
2686,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Microtendipes,NA,NA,Microtendipes pedellus group,pedellus group,Microtendipes,ITIS,129535,3,0,0,3,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2696,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,N. (Nanocladius),minimus,Nanocladius (Nanocladius) minimus,NA,Nanocladius minimus,ITIS,128859,3,0,0,3,3,collector-gatherer,2111,2,1,1,1,Bolton 2012,NA,NA
2697,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,N. (Nanocladius),NA,Nanocladius (Nanocladius) crassicornus/cf. rectinervis,crassicornus/cf. rectinervis,Nanocladius,ITIS,128844,3,0,0,3,3,collector-gatherer,2111,2,1,1,1,Bolton 2012,NA,NA
2698,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,N. (Nanocladius),NA,Nanocladius (Nanocladius),NA,Nanocladius,ITIS,128844,2,0,0,2,3,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",dam.; imm.,NA
2687,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Nilothauma,NA,NA,Nilothauma,NA,Nilothauma,ITIS,129548,29,0,0,29,2,NA,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2688,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Parachironomus,NA,NA,Parachironomus,NA,Parachironomus,ITIS,129564,1,0,0,1,10,predator,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
2699,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Parakiefferiella,NA,NA,Parakiefferiella,NA,Parakiefferiella,ITIS,128968,1,0,0,1,NA,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2690,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Uresipedilum),flavum,Polypedilum (Uresipedilum) flavum,NA,Polypedilum flavum,GBIF Backbone Taxonomy,10279028,1,0,0,1,5,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
2689,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Tripodura),NA,Polypedilum (Tripodura) scalaenum group,scalaenum group,Polypedilum,ITIS,129657,4,0,0,4,7,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
2691,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,NA,NA,Polypedilum,NA,Polypedilum,ITIS,129657,1,0,0,1,6,shredder,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",imm.,possibly P. (P.) illinoense group
2692,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Rheotanytarsus,NA,NA,Rheotanytarsus,NA,Rheotanytarsus,ITIS,129952,8,0,0,8,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2693,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,NA,NA,Tanytarsus,NA,Tanytarsus,ITIS,129978,95,13,0,108,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",NA,NA
2704,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Thienemannimyia,NA,NA,Thienemannimyia,NA,Thienemannimyia,ITIS,128236,28,0,0,28,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",NA,NA
2700,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,NA,NA,NA,Thienemannimyia group,Thienemannimyia group,Tanypodinae,ITIS,127994,22,0,0,22,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",imm.,NA
2701,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,NA,NA,NA,Tanypodinae,NA,Tanypodinae,ITIS,127994,4,0,0,4,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",dam.; imm.,NA
2694,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,NA,NA,Orthocladiinae,NA,Orthocladiinae,ITIS,128457,2,0,0,2,6,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
2680,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,NA,NA,NA,Chironominae,NA,Chironominae,ITIS,129228,6,0,0,6,7,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",dam.; imm.,NA
2681,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,NA,NA,NA,Tanytarsini,NA,Tanytarsini,ITIS,129872,0,3,0,3,7,collector-gatherer,1211,1,2,1,1,"Merritt, Cummins, and Berg 2019",dam.,NA
2678,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,NA,NA,NA,NA,NA,Diptera,NA,Diptera,ITIS,118831,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",NA,unkeyable specimen
2706,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Caenidae,Caeninae,Caenis,NA,anceps,Caenis anceps,NA,Caenis anceps,ITIS,101481,1,0,0,1,7,collector-gatherer,1331,1,3,3,1,Klubertanz 2016,NA,NA
2707,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Caenidae,Caeninae,Caenis,NA,punctata,Caenis punctata,NA,Caenis punctata,ITIS,101489,1,0,0,1,7,collector-gatherer,1331,1,3,3,1,Klubertanz 2016,NA,NA
2708,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Caenidae,Caeninae,Caenis,NA,NA,Caenis,NA,Caenis,ITIS,101478,3,0,0,3,7,collector-gatherer,1331,1,3,3,1,"Merritt, Cummins, and Berg 2019",dam.; imm.,NA
2710,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,Maccaffertium,NA,NA,Maccaffertium,NA,Maccaffertium,ITIS,697957,8,0,0,8,4,scraper,2243,2,2,4,3,Klubertanz 2016,imm.,NA
2711,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,Stenacron,NA,NA,Stenacron,NA,Stenacron,ITIS,100713,4,0,0,4,7,collector-gatherer,2241,2,2,4,1,"Merritt, Cummins, and Berg 2019",imm.,NA
2709,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,NA,NA,NA,Heptageniidae,NA,Heptageniidae,ITIS,100504,12,0,0,12,4,scraper,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",NA,NA
2712,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Leptohyphidae,NA,Tricorythodes,NA,NA,Tricorythodes,NA,Tricorythodes,ITIS,101405,1,0,0,1,4,collector-gatherer,1231,1,2,3,1,"Merritt, Cummins, and Berg 2019",NA,NA
2713,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,Leptophlebiidae,NA,Leptophlebiidae,ITIS,101095,3,0,0,3,2,collector-gatherer,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",imm.,NA
2705,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,NA,NA,NA,NA,NA,Ephemeroptera,NA,Ephemeroptera,ITIS,100502,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",dam.,NA
2714,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Cheumatopsyche,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,ITIS,115408,1,0,0,1,5,collector-filterer,3242,3,2,4,2,"Merritt, Cummins, and Berg 2019",NA,NA
2715,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Hydropsyche,NA,NA,Hydropsyche,NA,Hydropsyche,ITIS,115453,1,0,0,1,4,collector-filterer,3242,3,2,4,2,Hilsenhoff 1995,dam.,NA
2716,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptila,NA,NA,Hydroptila,NA,Hydroptila,ITIS,115641,26,0,0,26,6,herbivore,2243,2,2,4,3,"Merritt, Cummins, and Berg 2019",NA,NA
2717,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Oecetis,NA,avara,Oecetis avara,NA,Oecetis avara,ITIS,116608,1,0,0,1,8,predator,2244,2,2,4,4,Floyd 1995,NA,NA
2718,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Oecetis,NA,NA,Oecetis,NA,Oecetis,ITIS,116607,2,0,0,2,8,predator,2244,2,2,4,4,"Merritt, Cummins, and Berg 2019",imm.,NA
2720,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Cyrnellus,NA,fraternus,Cyrnellus fraternus,NA,Cyrnellus fraternus,ITIS,117092,3,0,0,3,8,collector-filterer,3242,3,2,4,2,"Merritt, Cummins, and Berg 2019",NA,NA
2721,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Neureclipsis,NA,NA,Neureclipsis,NA,Neureclipsis,ITIS,117095,5,0,0,5,7,collector-filterer,3242,3,2,4,2,"Merritt, Cummins, and Berg 2019",NA,NA
2722,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Polycentropus,NA,NA,Polycentropus,NA,Polycentropus,ITIS,117044,1,0,0,1,6,predator,3244,3,2,4,4,"Merritt, Cummins, and Berg 2019",NA,NA
2719,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,NA,NA,NA,NA,Polycentropodidae,NA,Polycentropodidae,ITIS,117043,6,0,0,6,6,collector-filterer,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",dam.,NA
2723,2021,St. Croix River,Folsom Island - MN - Interstate S.P.,SACN_STCR_51.9,9/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Malacostraca,Amphipoda,Gammaridae,NA,Gammarus,NA,NA,Gammarus,NA,Gammarus,ITIS,93773,0,0,1,1,4,collector-gatherer,NA,NA,NA,NA,NA,Thorp and Rogers 2016,dam.,NA
2159,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,NA,Nais bretscheri/pardalis,bretscheri/pardalis,Nais,ITIS,68946,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),NA,NA
2160,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Euchelicerata,Trombidiformes,Hygrobatidae,NA,NA,NA,NA,Hygrobatidae,NA,Hygrobatidae,ITIS,83281,0,0,1,1,NA,predator,NA,NA,NA,NA,NA,"Peckarsky, Fraissinet, Penton, and Conklin 1990",NA,NA
2161,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Gastropoda,Basommatophora,Planorbidae,NA,Laevapex,NA,fuscus,Laevapex fuscus,NA,Laevapex fuscus,ITIS,76577,0,0,1,1,NA,scraper,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
2162,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Coleoptera,Gyrinidae,Gyrininae,Dineutus,NA,NA,Dineutus,NA,Dineutus,ITIS,112711,1,0,0,1,NA,predator,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",NA,NA
2185,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,A. (Ablabesmyia),NA,Ablabesmyia (Ablabesmyia) rhamphe group,rhamphe group,Ablabesmyia,ITIS,128079,1,0,0,1,8,predator,2234,2,2,3,4,Bolton 2012,NA,NA
2186,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,A. (Karelia),NA,Ablabesmyia (Karelia),NA,Ablabesmyia,ITIS,128079,1,0,0,1,8,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",NA,NA
2166,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Cladotanytarsus,NA,NA,Cladotanytarsus,NA,Cladotanytarsus,ITIS,129873,1,0,0,1,7,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2178,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,NA,NA,Corynoneura,NA,Corynoneura,ITIS,128563,10,0,0,10,7,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2167,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Dicrotendipes,NA,NA,Dicrotendipes,NA,Dicrotendipes,ITIS,129428,25,0,0,25,8,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2187,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Labrundinia,NA,pilosella,Labrundinia pilosella,NA,Labrundinia pilosella,ITIS,128178,1,0,0,1,7,predator,2234,2,2,3,4,Bolton 2012,NA,NA
2168,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Microtendipes,NA,NA,Microtendipes rydalensis group,rydalensis group,Microtendipes,ITIS,129535,33,0,0,33,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2179,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,N. (Nanocladius),spiniplenus,Nanocladius (Nanocladius) spiniplenus,NA,Nanocladius spiniplenus,ITIS,128862,1,0,0,1,3,collector-gatherer,2111,2,1,1,1,Bolton 2012,NA,NA
2180,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,N. (Nanocladius),NA,Nanocladius (Nanocladius) crassicornus/cf. rectinervis,crassicornus/cf. rectinervis,Nanocladius,ITIS,128844,1,0,0,1,3,collector-gatherer,2111,2,1,1,1,Bolton 2012,imm.,NA
2188,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneura,NA,inconspicua,Pentaneura inconspicua,NA,Pentaneura inconspicua,ITIS,128216,2,0,0,2,6,predator,2234,2,2,3,4,Bolton 2012,NA,NA
